0	0.100126	0.099652
10	0.053165	0.085772
20	0.031875	0.075342
30	0.020839	0.066301
40	0.015339	0.059229
50	0.011500	0.052728
60	0.009023	0.045880
70	0.007323	0.040856
80	0.006047	0.036225
90	0.005175	0.032685
100	0.004393	0.029018
110	0.003699	0.025600
120	0.002991	0.022671
130	0.002496	0.019876
140	0.001982	0.017193
150	0.001601	0.015514
160	0.001199	0.013822
170	0.000990	0.012433
180	0.000685	0.010861
190	0.000496	0.009739
200	0.000373	0.008452
210	0.000322	0.007405
220	0.000181	0.006514
230	0.000115	0.006061
240	0.000100	0.005428
250	0.000079	0.004871
260	0.000051	0.004541
270	0.000024	0.004135
280	0.000021	0.003457
290	0.000030	0.003218
300	0.000038	0.002756
310	0.000031	0.002629
320	0.000027	0.002427
330	0.000029	0.002145
340	0.000019	0.001847
350	0.000006	0.001582
360	0.000001	0.001383
370	0.000000	0.001174
380	0.000000	0.001171
390	0.000000	0.001045
400	0.000000	0.000885
410	0.000000	0.000715
420	0.000000	0.000625
430	0.000000	0.000521
440	0.000000	0.000408
450	0.000000	0.000375
460	0.000000	0.000358
470	0.000000	0.000301
480	0.000000	0.000289
490	0.000000	0.000221
500	0.000000	0.000165
510	0.000000	0.000136
520	0.000000	0.000111
530	0.000000	0.000103
540	0.000000	0.000124
550	0.000000	0.000099
560	0.000000	0.000069
570	0.000000	0.000106
580	0.000000	0.000104
590	0.000000	0.000106
600	0.000000	0.000073
610	0.000000	0.000055
620	0.000000	0.000021
630	0.000000	0.000023
640	0.000000	0.000003
650	0.000000	0.000002
660	0.000000	0.000004
670	0.000000	0.000000
680	0.000000	0.000000
690	0.000000	0.000000
700	0.000000	0.000000
710	0.000000	0.000000
720	0.000000	0.000000
730	0.000000	0.000000
740	0.000000	0.000000
750	0.000000	0.000000
760	0.000000	0.000000
770	0.000000	0.000000
780	0.000000	0.000000
790	0.000000	0.000000
800	0.000000	0.000000
810	0.000000	0.000000
820	0.000000	0.000000
830	0.000000	0.000000
840	0.000000	0.000000
850	0.000000	0.000000
860	0.000000	0.000000
870	0.000000	0.000000
880	0.000000	0.000000
890	0.000000	0.000000
900	0.000000	0.000000
910	0.000000	0.000000
920	0.000000	0.000000
930	0.000000	0.000000
940	0.000000	0.000000
950	0.000000	0.000000
960	0.000000	0.000000
970	0.000000	0.000000
980	0.000000	0.000000
990	0.000000	0.000000
1000	0.000000	0.000000
1010	0.000000	0.000000
1020	0.000000	0.000000
1030	0.000000	0.000000
1040	0.000000	0.000000
1050	0.000000	0.000000
1060	0.000000	0.000000
1070	0.000000	0.000000
1080	0.000000	0.000000
1090	0.000000	0.000000
1100	0.000000	0.000000
1110	0.000000	0.000000
1120	0.000000	0.000000
1130	0.000000	0.000000
